Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
International student experiences,"14. ""I worry that my language difficulties will hold me back in my future career. It's frustrating to think that I might be judged more harshly than native speakers, even if I'm just as qualified.""",19,2.04,1,"['worry', 'language', 'difficulty', 'hold', 'back', 'future', 'career', 'frustrating', 'think', 'might', 'judged', 'harshly', 'native', 'speaker', 'even', 'qualified']",1,0,0,0,0,0,0,0,1
International student experiences,"15. ""I appreciate the diversity on campus, but sometimes it feels like there's a lack of understanding between different cultural groups. I wish there were more opportunities for us to come together and learn from each other.""",16,2.14,1,"['appreciate', 'diversity', 'campus', 'sometimes', 'feel', 'like', 'lack', 'understanding', 'different', 'cultural', 'group', 'wish', 'opportunity', 'come', 'together', 'learn']",1,0,0,0,0,0,0,0,1
International student experiences,"16. ""I feel like my language difficulties sometimes make me seem less intelligent or capable than I really am. It's frustrating to feel like I'm not being judged fairly.""",20,3.47,5,"['feel', 'like', 'language', 'difficulty', 'sometimes', 'make', 'seem', 'le', 'intelligent', 'capable', 'really', 'frustrating', 'feel', 'like', 'judged', 'fairly']",1,0,0,0,0,0,0,0,1
International student experiences,"17. ""I wish there were more opportunities for international students to get involved in leadership positions on campus. It would be a great way to develop our skills and contribute to the university community.""",17,1.59,5,"['wish', 'opportunity', 'international', 'student', 'get', 'involved', 'leadership', 'position', 'campus', 'would', 'great', 'way', 'develop', 'skill', 'contribute', 'university', 'community']",1,0,0,0,0,0,0,0,1
International student experiences,"18. ""It can be hard to navigate the social norms of a new culture. I've had some embarrassing moments where I didn't realize I was being rude or disrespectful.""",20,1.82,3,"['hard', 'navigate', 'social', 'norm', 'new', 'culture', 'embarrassing', 'moment', 'realize', 'rude', 'disrespectful']",1,0,0,0,0,0,0,0,1
International student experiences,"19. ""I worry that my language difficulties will make it hard for me to network and make professional connections. It's frustrating to feel like I'm at a disadvantage compared to native speakers.""",16,1.73,2,"['worry', 'language', 'difficulty', 'make', 'hard', 'network', 'make', 'professional', 'connection', 'frustrating', 'feel', 'like', 'disadvantage', 'compared', 'native', 'speaker']",1,0,0,0,0,0,0,0,1
International student experiences,"1. ""As an international student, I find it difficult to connect with my peers who speak a different language and have different cultural backgrounds than me. It's challenging to navigate social situations and form meaningful relationships.""",19,0.44,2,"['international', 'student', 'find', 'difficult', 'connect', 'peer', 'speak', 'different', 'language', 'different', 'cultural', 'background', 'challenging', 'navigate', 'social', 'situation', 'form', 'meaningful', 'relationship']",1,0,0,0,0,0,0,0,1
International student experiences,"2. ""I wish the university offered more resources and support for international students who are struggling to communicate and connect with others. It can be isolating and overwhelming to be in a foreign country without a strong support system.""",18,3.33,3,"['wish', 'university', 'offered', 'resource', 'support', 'international', 'student', 'struggling', 'communicate', 'connect', 'others', 'isolating', 'overwhelming', 'foreign', 'country', 'without', 'strong', 'support', 'system']",1,0,0,0,0,0,0,0,1
International student experiences,"3. ""I feel like I'm missing out on a lot of social opportunities because I struggle to communicate with other students who don't speak my language. It's frustrating and discouraging.""",26,1.7,2,"['feel', 'like', 'missing', 'lot', 'social', 'opportunity', 'struggle', 'communicate', 'student', 'speak', 'language', 'frustrating', 'discouraging']",1,0,0,0,0,0,0,0,1
International student experiences,"4. ""I appreciate the efforts the university has made to create a diverse and inclusive environment, but as an international student, I still feel like an outsider. It's hard to find common ground with people who have such different experiences and perspectives.""",24,0.47,5,"['appreciate', 'effort', 'university', 'made', 'create', 'diverse', 'inclusive', 'environment', 'international', 'student', 'still', 'feel', 'like', 'outsider', 'hard', 'find', 'common', 'ground', 'people', 'different', 'experience', 'perspective']",1,0,0,0,0,0,0,1,0
International student experiences,"5. ""I've been trying to improve my language skills and learn more about the culture of the country I'm studying in, but it's a slow process. Sometimes it feels like there's a language barrier that's impossible to overcome.""",26,3.16,1,"['trying', 'improve', 'language', 'skill', 'learn', 'culture', 'country', 'studying', 'slow', 'process', 'sometimes', 'feel', 'like', 'language', 'barrier', 'impossible', 'overcome']",1,0,0,0,0,0,0,1,0
International student experiences,"6. ""I think it would be helpful if the university organized more events and activities that are specifically designed to bring international and domestic students together. That way, we could learn from each other and build stronger relationships.""",23,2.94,4,"['think', 'would', 'helpful', 'university', 'organized', 'event', 'activity', 'specifically', 'designed', 'bring', 'international', 'domestic', 'student', 'together', 'way', 'could', 'learn', 'build', 'stronger', 'relationship']",1,0,0,0,0,0,0,1,0
International student experiences,"7. ""I appreciate the efforts of my fellow students to include me in their social circles, but sometimes I feel like they're just being polite and don't really want to get to know me. It's hard to know how to approach these situations.""",20,0.69,5,"['appreciate', 'effort', 'fellow', 'student', 'include', 'social', 'circle', 'sometimes', 'feel', 'like', 'polite', 'really', 'want', 'get', 'know', 'hard', 'know', 'approach', 'situation']",1,0,0,0,0,0,0,1,0
International student experiences,"8. ""I wish the university offered more language classes and tutoring services for international students. It can be difficult to keep up with coursework when you're struggling to understand the language.""",27,0.46,2,"['wish', 'university', 'offered', 'language', 'class', 'tutoring', 'service', 'international', 'student', 'difficult', 'keep', 'coursework', 'struggling', 'understand', 'language']",1,0,0,0,0,0,0,1,0
International student experiences,"9. ""I think it's important for the university to recognize the challenges that international students face and provide more support and resources to help us succeed academically and socially.""",26,2.06,4,"['think', 'important', 'university', 'recognize', 'challenge', 'international', 'student', 'face', 'provide', 'support', 'resource', 'help', 'succeed', 'academically', 'socially']",1,0,0,0,0,0,0,1,0
International student experiences,"10. ""Sometimes I feel like my cultural background is a barrier to making friends and fitting in with the rest of the student body. It's hard to know how to bridge that gap and find common ground with people who have such different experiences than me.""",20,1.95,3,"['sometimes', 'feel', 'like', 'cultural', 'background', 'barrier', 'making', 'friend', 'fitting', 'rest', 'student', 'body', 'hard', 'know', 'bridge', 'gap', 'find', 'common', 'ground', 'people', 'different', 'experience']",1,0,0,0,0,0,0,1,0
International student experiences,"11. ""I appreciate the efforts of my professors and classmates to help me feel included and supported, but there are still times when I feel like I'm on the outside looking in. It's a tough position to be in.""",20,0.36,2,"['appreciate', 'effort', 'professor', 'classmate', 'help', 'feel', 'included', 'supported', 'still', 'time', 'feel', 'like', 'outside', 'looking', 'tough', 'position']",1,0,0,0,0,0,0,1,0
International student experiences,"12. ""I think it would be helpful if the university provided more opportunities for international students to get involved in campus organizations and clubs. That way, we could meet more people and feel more connected to the campus community.""",27,2.58,3,"['think', 'would', 'helpful', 'university', 'provided', 'opportunity', 'international', 'student', 'get', 'involved', 'campus', 'organization', 'club', 'way', 'could', 'meet', 'people', 'feel', 'connected', 'campus', 'community']",1,0,0,0,0,0,0,1,0
International student experiences,"13. ""I sometimes feel like I'm not taken seriously or my ideas aren't valued because of my accent or the way I express myself. It's discouraging and makes me feel like I don't belong.""",18,1.49,4,"['sometimes', 'feel', 'like', 'taken', 'seriously', 'idea', 'valued', 'accent', 'way', 'express', 'discouraging', 'make', 'feel', 'like', 'belong']",1,0,0,0,0,0,0,1,0
International student experiences,"14. ""I appreciate the efforts of the university to create a welcoming environment for international students, but sometimes it feels like a lot of the burden is placed on us to adapt and assimilate. It would be nice to have more support and understanding from the rest of the campus community.""",18,2.37,2,"['appreciate', 'effort', 'university', 'create', 'welcoming', 'environment', 'international', 'student', 'sometimes', 'feel', 'like', 'lot', 'burden', 'placed', 'adapt', 'assimilate', 'would', 'nice', 'support', 'understanding', 'rest', 'campus', 'community']",1,0,0,0,0,0,0,1,0
International student experiences,"15. ""I've been trying to connect with other international students who speak the same language as me, but it's been difficult to find people who share my interests and hobbies. It can be isolating.""",25,3.63,3,"['trying', 'connect', 'international', 'student', 'speak', 'language', 'difficult', 'find', 'people', 'share', 'interest', 'hobby', 'isolating']",1,0,0,0,0,0,0,1,0
International student experiences,"16. ""I think it's important for the university to provide more cultural competency training for all students and faculty. That way, we can all learn how to better communicate and interact with people from different backgrounds.""",25,0.09,3,"['think', 'important', 'university', 'provide', 'cultural', 'competency', 'training', 'student', 'faculty', 'way', 'learn', 'better', 'communicate', 'interact', 'people', 'different', 'background']",1,0,0,0,0,0,0,1,0
International student experiences,"17. ""Sometimes I feel like my language and cultural differences are all people see when they look at me. I want to be recognized for my talents and abilities, not just my background.""",27,0.95,4,"['sometimes', 'feel', 'like', 'language', 'cultural', 'difference', 'people', 'see', 'look', 'want', 'recognized', 'talent', 'ability', 'background']",1,0,0,0,0,0,0,1,0
International student experiences,"18. ""I think it's important for the university to create more opportunities for international students",17,0.11,2,"['think', 'important', 'university', 'create', 'opportunity', 'international', 'student']",1,0,0,0,0,0,0,1,0
International student experiences,"1. ""I feel isolated and lonely sometimes because I can't connect with other students due to the language barrier. It's hard to join conversations and make friends when you don't speak the same language.""",24,3.24,1,"['feel', 'isolated', 'lonely', 'sometimes', 'connect', 'student', 'due', 'language', 'barrier', 'hard', 'join', 'conversation', 'make', 'friend', 'speak', 'language']",1,0,0,0,0,0,0,1,0
International student experiences,"2. ""I love the diversity on campus, but sometimes it's hard to communicate with international students because of the cultural differences. It can be frustrating trying to understand their perspectives and vice versa.""",25,3.46,4,"['love', 'diversity', 'campus', 'sometimes', 'hard', 'communicate', 'international', 'student', 'cultural', 'difference', 'frustrating', 'trying', 'understand', 'perspective', 'vice', 'versa']",1,0,0,0,0,0,0,1,0
International student experiences,"3. ""I think it would be helpful if the university provided more opportunities for international and domestic students to interact and learn from each other. Maybe language classes or cultural events.""",17,2.68,3,"['think', 'would', 'helpful', 'university', 'provided', 'opportunity', 'international', 'domestic', 'student', 'interact', 'learn', 'maybe', 'language', 'class', 'cultural', 'event']",1,0,0,0,0,0,0,1,0
International student experiences,"4. ""I feel like I'm missing out on a lot because I can't fully participate in class discussions and group projects. It's hard to contribute when you don't have a full understanding of the language.""",16,1.8,3,"['feel', 'like', 'missing', 'lot', 'fully', 'participate', 'class', 'discussion', 'group', 'project', 'hard', 'contribute', 'full', 'understanding', 'language']",1,0,0,0,0,0,0,1,0
International student experiences,"5. ""I appreciate the efforts that some professors make to accommodate international students, but I think there could be more support and resources available. Maybe a tutoring program or language exchange program.""",24,2.48,3,"['appreciate', 'effort', 'professor', 'make', 'accommodate', 'international', 'student', 'think', 'could', 'support', 'resource', 'available', 'maybe', 'tutoring', 'program', 'language', 'exchange', 'program']",1,0,0,0,0,0,0,1,0
International student experiences,"6. ""It's frustrating when professors and classmates assume that all students are familiar with certain cultural references or idioms. It would be nice if there was more education and awareness around cultural differences.""",23,1.02,4,"['frustrating', 'professor', 'classmate', 'assume', 'student', 'familiar', 'certain', 'cultural', 'reference', 'idiom', 'would', 'nice', 'education', 'awareness', 'around', 'cultural', 'difference']",1,0,0,0,0,0,0,0,1
International student experiences,"7. ""I've noticed that some international students are hesitant to speak up in class or ask questions because they're afraid of being misunderstood or judged. It would be great if the university provided more opportunities for them to practice their language skills in a safe and supportive environment.""",22,1.3,2,"['noticed', 'international', 'student', 'hesitant', 'speak', 'class', 'ask', 'question', 'afraid', 'misunderstood', 'judged', 'would', 'great', 'university', 'provided', 'opportunity', 'practice', 'language', 'skill', 'safe', 'supportive', 'environment']",1,0,0,0,0,0,0,0,1
International student experiences,"8. ""I think it would be helpful if the university provided more resources for international students who are struggling with language or cultural barriers. Maybe a mentorship program or support group.""",17,0.3,3,"['think', 'would', 'helpful', 'university', 'provided', 'resource', 'international', 'student', 'struggling', 'language', 'cultural', 'barrier', 'maybe', 'mentorship', 'program', 'support', 'group']",1,0,0,0,0,0,0,0,1
International student experiences,"9. ""As a domestic student, I sometimes feel guilty that I don't know more about other cultures and languages. I wish there were more opportunities for me to learn and engage with international students.""",25,3.94,5,"['domestic', 'student', 'sometimes', 'feel', 'guilty', 'know', 'culture', 'language', 'wish', 'opportunity', 'learn', 'engage', 'international', 'student']",1,0,0,0,0,0,0,0,1
International student experiences,"10. ""I've had some great conversations and learned a lot from international students, but it can still be frustrating when we can't fully communicate. I think the university should invest more in language and culture education for all students.""",26,2.56,3,"['great', 'conversation', 'learned', 'lot', 'international', 'student', 'still', 'frustrating', 'fully', 'communicate', 'think', 'university', 'invest', 'language', 'culture', 'education', 'student']",1,0,0,0,0,0,0,0,1
International student experiences,"11. ""I feel like I'm missing out on some of the benefits of a diverse student body because I can't fully connect with international students. It would be great if there were more opportunities for us to interact and learn from each other.""",18,3.39,2,"['feel', 'like', 'missing', 'benefit', 'diverse', 'student', 'body', 'fully', 'connect', 'international', 'student', 'would', 'great', 'opportunity', 'interact', 'learn']",1,0,0,0,0,0,0,0,1
International student experiences,"12. ""I think it's important for the university to prioritize language and cultural diversity in its recruitment efforts. We need more international students and domestic students from diverse backgrounds to create a truly inclusive community.""",19,0.85,5,"['think', 'important', 'university', 'prioritize', 'language', 'cultural', 'diversity', 'recruitment', 'effort', 'need', 'international', 'student', 'domestic', 'student', 'diverse', 'background', 'create', 'truly', 'inclusive', 'community']",1,0,0,0,0,0,0,0,1
International student experiences,"13. ""It can be difficult to navigate social situations with international students because there are often cultural norms and expectations that I'm not familiar with. I wish there were more resources available to help bridge these gaps.""",19,3.19,4,"['difficult', 'navigate', 'social', 'situation', 'international', 'student', 'often', 'cultural', 'norm', 'expectation', 'familiar', 'wish', 'resource', 'available', 'help', 'bridge', 'gap']",1,0,0,0,0,0,0,0,1
International student experiences,"14. ""I think it's important for the university to create a welcoming and inclusive environment for all students, regardless of their language or cultural background. We should celebrate our differences and learn from each other.""",22,3.14,3,"['think', 'important', 'university', 'create', 'welcoming', 'inclusive', 'environment', 'student', 'regardless', 'language', 'cultural', 'background', 'celebrate', 'difference', 'learn']",1,0,0,0,0,0,0,0,1
International student experiences,"15. ""Sometimes I feel like there's a divide between international and domestic students, and it's hard to bridge that gap. I think the university should do more to encourage and facilitate cross-cultural interactions.""",16,1.58,1,"['sometimes', 'feel', 'like', 'divide', 'international', 'domestic', 'student', 'hard', 'bridge', 'gap', 'think', 'university', 'encourage', 'facilitate', 'cross', 'cultural', 'interaction']",1,0,0,0,0,0,0,0,1
International student experiences,"16. ""I've noticed that some international students struggle with homesickness and feeling isolated. It would be great if the university provided more resources and support for these students.""",26,1.23,2,"['noticed', 'international', 'student', 'struggle', 'homesickness', 'feeling', 'isolated', 'would', 'great', 'university', 'provided', 'resource', 'support', 'student']",1,0,0,0,0,0,0,0,1
International student experiences,"17. ""I think it would be helpful if the university offered more language courses for students who want to learn a new language. This would not only help international students, but also domestic students who are interested in language and culture.""",25,2.15,4,"['think', 'would', 'helpful', 'university', 'offered', 'language', 'course', 'student', 'want', 'learn', 'new', 'language', 'would', 'help', 'international', 'student', 'also', 'domestic', 'student', 'interested', 'language', 'culture']",1,0,0,0,0,0,0,0,1
International student experiences,"18. ""I appreciate the diversity on campus, but sometimes it can be hard to navigate the different cultural norms and expectations. It would be great if the university provided more education and awareness around these issues.""",18,1.57,1,"['appreciate', 'diversity', 'campus', 'sometimes', 'hard', 'navigate', 'different', 'cultural', 'norm', 'expectation', 'would', 'great', 'university', 'provided', 'education', 'awareness', 'around', 'issue']",1,0,0,0,0,0,0,0,1
International student experiences,"19. ""I think it's important for the university to provide opportunities for international students to share their cultures and traditions",22,1.01,1,"['think', 'important', 'university', 'provide', 'opportunity', 'international', 'student', 'share', 'culture', 'tradition']",1,0,0,0,0,0,0,1,0
International student experiences,"1. ""I find it difficult to communicate with my peers who are from different countries. Sometimes, I struggle to understand their accents or the way they express themselves.""",17,3.61,4,"['find', 'difficult', 'communicate', 'peer', 'different', 'country', 'sometimes', 'struggle', 'understand', 'accent', 'way', 'express']",1,0,0,0,0,0,0,1,0
International student experiences,"2. ""As an international student, I often feel left out in group activities as most students prefer to converse in their native language.""",22,0.55,4,"['international', 'student', 'often', 'feel', 'left', 'group', 'activity', 'student', 'prefer', 'converse', 'native', 'language']",1,0,0,0,0,0,0,1,0
International student experiences,"3. ""It can be frustrating to constantly have to explain my cultural background to others, especially when they don't seem interested in understanding.""",17,0.62,2,"['frustrating', 'constantly', 'explain', 'cultural', 'background', 'others', 'especially', 'seem', 'interested', 'understanding']",1,0,0,0,0,0,0,1,0
International student experiences,"4. ""I wish there were more opportunities to learn about different cultures and interact with students from diverse backgrounds.""",21,1.78,3,"['wish', 'opportunity', 'learn', 'different', 'culture', 'interact', 'student', 'diverse', 'background']",1,0,0,0,0,0,0,1,0
International student experiences,"5. ""The language barrier can make it hard to participate in class discussions, which can be isolating.""",21,2.28,4,"['language', 'barrier', 'make', 'hard', 'participate', 'class', 'discussion', 'isolating']",1,0,0,0,0,0,0,1,0
International student experiences,"6. ""I often feel like an outsider in social situations, as I struggle to connect with others due to cultural differences.""",20,2.16,1,"['often', 'feel', 'like', 'outsider', 'social', 'situation', 'struggle', 'connect', 'others', 'due', 'cultural', 'difference']",1,0,0,0,0,0,0,1,0
International student experiences,"7. ""It would be great if the university could organize more events that celebrate cultural diversity and promote inclusivity.""",16,2.49,2,"['would', 'great', 'university', 'could', 'organize', 'event', 'celebrate', 'cultural', 'diversity', 'promote', 'inclusivity']",1,0,0,0,0,0,0,1,0
International student experiences,"8. ""As an international student, I sometimes feel like I'm being judged based on stereotypes and misconceptions about my home country.""",23,1.8,3,"['international', 'student', 'sometimes', 'feel', 'like', 'judged', 'based', 'stereotype', 'misconception', 'home', 'country']",1,0,0,0,0,0,0,1,0
International student experiences,"9. ""I find it challenging to make friends with local students, as we often have different interests and experiences.""",26,0.01,2,"['find', 'challenging', 'make', 'friend', 'local', 'student', 'often', 'different', 'interest', 'experience']",1,0,0,0,0,0,0,1,0
International student experiences,"10. ""There's a lack of awareness and understanding about the challenges faced by international students, which can make it hard to feel supported.""",18,3.62,4,"['lack', 'awareness', 'understanding', 'challenge', 'faced', 'international', 'student', 'make', 'hard', 'feel', 'supported']",1,0,0,0,0,0,0,1,0
International student experiences,"11. ""I wish there were more language support programs available to help me improve my English skills.""",25,1.77,2,"['wish', 'language', 'support', 'program', 'available', 'help', 'improve', 'english', 'skill']",1,0,0,0,0,0,0,1,0
International student experiences,"12. ""It can be tough to adapt to a new culture and environment, especially when there are cultural differences that I'm not used to.""",21,1.68,1,"['tough', 'adapt', 'new', 'culture', 'environment', 'especially', 'cultural', 'difference', 'used']",1,0,0,0,0,0,0,1,0
International student experiences,"13. ""I feel like I have to constantly explain myself and my culture to others, which can be exhausting.""",20,0.65,2,"['feel', 'like', 'constantly', 'explain', 'culture', 'others', 'exhausting']",1,0,0,0,0,0,0,1,0
International student experiences,"14. ""It's hard to make connections with people when you don't share the same cultural references and experiences.""",27,0.03,5,"['hard', 'make', 'connection', 'people', 'share', 'cultural', 'reference', 'experience']",1,0,0,0,0,0,0,1,0
International student experiences,"15. ""Sometimes, I feel like my accent is a barrier to effective communication with my peers and professors.""",26,3.33,3,"['sometimes', 'feel', 'like', 'accent', 'barrier', 'effective', 'communication', 'peer', 'professor']",1,0,0,0,0,0,0,1,0
International student experiences,"16. ""I wish there were more opportunities for international and local students to collaborate and work together on projects.""",19,2.57,5,"['wish', 'opportunity', 'international', 'local', 'student', 'collaborate', 'work', 'together', 'project']",1,0,0,0,0,0,0,1,0
International student experiences,"17. ""There's a lack of cultural sensitivity and awareness on campus, which can lead to misunderstandings and conflicts.""",16,2.99,1,"['lack', 'cultural', 'sensitivity', 'awareness', 'campus', 'lead', 'misunderstanding', 'conflict']",1,0,0,0,0,0,0,1,0
International student experiences,"18. ""It's frustrating when people make assumptions about me based on my race or ethnicity, without taking the time to get to know me as an individual.""",18,3.38,2,"['frustrating', 'people', 'make', 'assumption', 'based', 'race', 'ethnicity', 'without', 'taking', 'time', 'get', 'know', 'individual']",1,0,0,0,0,0,0,1,0
International student experiences,"19. ""As an international student, I sometimes feel like I'm not taken seriously in academic settings because of my accent or cultural background.""",24,3.47,1,"['international', 'student', 'sometimes', 'feel', 'like', 'taken', 'seriously', 'academic', 'setting', 'accent', 'cultural', 'background']",1,0,0,0,0,0,0,1,0
International student experiences,"20. ""I would love to see more cultural exchange programs offered by the university to help students learn from each other.""",22,1.13,2,"['would', 'love', 'see', 'cultural', 'exchange', 'program', 'offered', 'university', 'help', 'student', 'learn']",1,0,0,0,0,0,0,1,0
International student experiences,"21. ""It can be difficult to find common ground with people from vastly different cultures and backgrounds.""",27,0.67,1,"['difficult', 'find', 'common', 'ground', 'people', 'vastly', 'different', 'culture', 'background']",1,0,0,0,0,0,0,1,0
International student experiences,"22. ""I wish there were more resources available to help international students navigate the challenges of studying abroad.""",20,3.12,4,"['wish', 'resource', 'available', 'help', 'international', 'student', 'navigate', 'challenge', 'studying', 'abroad']",1,0,0,0,0,0,0,1,0
International student experiences,"23. ""I sometimes feel like I have to compromise my cultural identity in order to fit in with my peers.""",22,2.78,4,"['sometimes', 'feel', 'like', 'compromise', 'cultural', 'identity', 'order', 'fit', 'peer']",1,0,0,0,0,0,0,1,0
International student experiences,"24. ""It can be tough to balance the demands of academic work with the challenges of adapting to a new culture.""",21,0.8,3,"['tough', 'balance', 'demand', 'academic', 'work', 'challenge', 'adapting', 'new', 'culture']",1,0,0,0,0,0,0,1,0
International student experiences,"25. ""I wish there were more opportunities to learn about the local culture and customs, as well as share my own cultural traditions with others.""",19,1.8,2,"['wish', 'opportunity', 'learn', 'local', 'culture', 'custom', 'well', 'share', 'cultural', 'tradition', 'others']",1,0,0,0,0,0,0,1,0
International student experiences,"26. ""Sometimes, I feel like I'm not able to fully express myself or my opinions in discussions because of language barriers.""",25,2.92,5,"['sometimes', 'feel', 'like', 'able', 'fully', 'express', 'opinion', 'discussion', 'language', 'barrier']",1,0,0,0,0,0,0,1,0
International student experiences,"27. ""I would appreciate it if the university could offer more language support services to help me improve my communication skills.""",23,1.25,1,"['would', 'appreciate', 'university', 'could', 'offer', 'language', 'support', 'service', 'help', 'improve', 'communication', 'skill']",1,0,0,0,0,0,0,1,0
International student experiences,"28. ""It can be hard to navigate the social scene on campus when you don't share the same interests or cultural background as most students.""",26,1.88,1,"['hard', 'navigate', 'social', 'scene', 'campus', 'share', 'interest', 'cultural', 'background', 'student']",1,0,0,0,0,0,0,1,0
International student experiences,"29. ""I find it difficult to build relationships with professors and academic advisors because of the language and cultural barriers.""",18,1.44,1,"['find', 'difficult', 'build', 'relationship', 'professor', 'academic', 'advisor', 'language', 'cultural', 'barrier']",1,0,0,0,0,0,0,1,0
International student experiences,"30. ""I wish there were more opportunities for international students to share their perspectives and experiences with the wider campus community.""",18,2.34,3,"['wish', 'opportunity', 'international', 'student', 'share', 'perspective', 'experience', 'wider', 'campus', 'community']",1,0,0,0,0,0,0,1,0
Online learning,The online learning experience has been difficult due to poor internet connectivity and frequent technical difficulties.,27,2.25,3,"['online', 'learning', 'experience', 'difficult', 'due', 'poor', 'internet', 'connectivity', 'frequent', 'technical', 'difficulty']",1,0,0,0,0,0,0,1,0
Online learning,Limited access to online resources has made it difficult to complete assignments and stay on track with coursework.,17,3.28,4,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'complete', 'assignment', 'stay', 'track', 'coursework']",1,0,0,0,0,0,0,1,0
Online learning,Time zone differences for online classes have been a challenge for international students who have to adjust their schedules to accommodate the class times.,26,3.17,4,"['time', 'zone', 'difference', 'online', 'class', 'challenge', 'international', 'student', 'adjust', 'schedule', 'accommodate', 'class', 'time']",1,0,0,0,0,0,0,1,0
Online learning,"Professors have limited availability during online classes, which has made it difficult to get the support needed to succeed in the course.",19,2.73,2,"['professor', 'limited', 'availability', 'online', 'class', 'made', 'difficult', 'get', 'support', 'needed', 'succeed', 'course']",1,0,0,0,0,0,0,1,0
Online learning,"Online students have limited access to internships and job opportunities, which puts them at a disadvantage compared to on-campus students.",17,2.23,1,"['online', 'student', 'limited', 'access', 'internship', 'job', 'opportunity', 'put', 'disadvantage', 'compared', 'campus', 'student']",1,0,0,0,0,0,0,1,0
Online learning,The lack of face-to-face interaction in online classes has made it difficult to engage with peers and build relationships with professors.,26,1.27,3,"['lack', 'face', 'face', 'interaction', 'online', 'class', 'made', 'difficult', 'engage', 'peer', 'build', 'relationship', 'professor']",1,0,0,0,0,0,0,1,0
Online learning,Technical difficulties with online classes have caused some students to fall behind on coursework and struggle to catch up.,22,0.88,2,"['technical', 'difficulty', 'online', 'class', 'caused', 'student', 'fall', 'behind', 'coursework', 'struggle', 'catch']",1,0,0,0,0,0,0,1,0
Online learning,Limited access to online resources has made it difficult to find and access the materials needed to complete assignments and study for exams.,25,2.96,5,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'find', 'access', 'material', 'needed', 'complete', 'assignment', 'study', 'exam']",1,0,0,0,0,0,0,1,0
Online learning,Time zone differences for online classes have made it challenging to balance coursework with other commitments and responsibilities.,19,1.65,4,"['time', 'zone', 'difference', 'online', 'class', 'made', 'challenging', 'balance', 'coursework', 'commitment', 'responsibility']",1,0,0,0,0,0,0,1,0
Online learning, Limited availability of professors during online classes has made it difficult to get timely feedback and support on coursework.,24,2.69,1,"['limited', 'availability', 'professor', 'online', 'class', 'made', 'difficult', 'get', 'timely', 'feedback', 'support', 'coursework']",1,0,0,0,0,0,0,1,0
Online learning, Online students often miss out on networking opportunities and face-to-face interactions with professors and peers.,23,0.51,5,"['online', 'student', 'often', 'miss', 'networking', 'opportunity', 'face', 'face', 'interaction', 'professor', 'peer']",1,0,0,0,0,0,0,1,0
Online learning," The lack of access to on-campus resources, such as the library and student support services, has put online students at a disadvantage.",27,2.34,2,"['lack', 'access', 'campus', 'resource', 'library', 'student', 'support', 'service', 'put', 'online', 'student', 'disadvantage']",1,0,0,0,0,0,0,1,0
Online learning, Technical difficulties with online classes have caused some students to become frustrated and lose motivation.,19,3.04,5,"['technical', 'difficulty', 'online', 'class', 'caused', 'student', 'become', 'frustrated', 'lose', 'motivation']",1,0,0,0,0,0,0,1,0
Online learning, Limited access to online resources has made it difficult to fully engage with course material and succeed in the class.,16,1.0,1,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'fully', 'engage', 'course', 'material', 'succeed', 'class']",1,0,0,0,0,0,0,1,0
Online learning, Time zone differences for online classes have made it difficult to attend live lectures and participate in group activities.,25,2.16,5,"['time', 'zone', 'difference', 'online', 'class', 'made', 'difficult', 'attend', 'live', 'lecture', 'participate', 'group', 'activity']",1,0,0,0,0,0,0,1,0
Online learning, Limited availability of professors during online classes has made it difficult to get personalized attention and support.,26,0.9,1,"['limited', 'availability', 'professor', 'online', 'class', 'made', 'difficult', 'get', 'personalized', 'attention', 'support']",1,0,0,0,0,0,0,1,0
Online learning, Online students often feel isolated and disconnected from the campus community.,22,3.32,5,"['online', 'student', 'often', 'feel', 'isolated', 'disconnected', 'campus', 'community']",1,0,0,0,0,0,0,1,0
Online learning, Technical difficulties with online classes have caused some students to question the effectiveness of online learning.,17,0.95,1,"['technical', 'difficulty', 'online', 'class', 'caused', 'student', 'question', 'effectiveness', 'online', 'learning']",1,0,0,0,0,0,0,1,0
Online learning, Limited access to online resources has made it difficult to stay organized and keep track of assignments and deadlines.,22,1.42,3,"['limited', 'access', 'online', 'resource', 'made', 'difficult', 'stay', 'organized', 'keep', 'track', 'assignment', 'deadline']",1,0,0,0,0,0,0,1,0
Online learning, Time zone differences for online classes have made it difficult to balance coursework with work and other responsibilities.,19,0.39,4,"['time', 'zone', 'difference', 'online', 'class', 'made', 'difficult', 'balance', 'coursework', 'work', 'responsibility']",1,0,0,0,0,0,0,1,0
Online learning, Limited availability of professors during online classes has made it difficult to get the guidance needed to succeed in the course.,19,0.36,2,"['limited', 'availability', 'professor', 'online', 'class', 'made', 'difficult', 'get', 'guidance', 'needed', 'succeed', 'course']",1,0,0,0,0,0,0,1,0
